source,business_id,place_id,name,channel,business_category,distributor_type,is_distributor,distributor_potential,is_chain,address,latitude,longitude,phone_number,international_phone,website,business_status,rating,user_ratings_total,distance_from_plant_km,priority_score,estimated_monthly_water_liters,estimated_monthly_water_revenue,google_maps_url,crawled_at,plant,bearing,direction,distance_band,zone,cluster,has_phone,sales_officer,officer_mobile,cluster_id,distance_range,sector
Google Places API,GOOGLE_ChIJw6FjL25HrjsR7-9v8pkyrro,ChIJw6FjL25HrjsR7-9v8pkyrro,Pooja medicals and general Stores,pharmacy,Institutional,Retailer,No,Low,No,"Kumbalagodu-Gollahalli Road, 3rd stage, bsk, Bengaluru",12.8691446,77.4516686,083103 19708,+91 83103 19708,http://www.poojamedical.com/,OPERATIONAL,4,1,21.11,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJw6FjL25HrjsR7-9v8pkyrro,2025-10-25 15:11:10,Harohalli,2.685042518,North,Outer,,Cluster1,Yes,Khadeer ali,9008436667,Cluster1,20-31 KM,1
Google Places API,GOOGLE_ChIJiSuU1g5BrjsRfAcwRnwR_-o,ChIJiSuU1g5BrjsRfAcwRnwR_-o,Apollo Pharmacy Mallasandra,pharmacy,Institutional,Retailer,No,Low,No,"Godrej Eternity, near Sri Kumaran's School, Kanakapura Main Road, Mallasandra",12.8568348,77.5416473,080 4218 2350,+91 80 4218 2350,https://www.apollopharmacy.in/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-apollo-pharmacy,OPERATIONAL,4,8,22.45,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJiSuU1g5BrjsRfAcwRnwR_-o,2025-10-25 15:11:20,Harohalli,28.58510169,NorthEast,Outer,,Cluster2,Yes,Khadeer ali,9008436667,Cluster2,20-31 KM,2
Google Places API,GOOGLE_ChIJUwqNGnJBrjsRZtoyZWGxdYE,ChIJUwqNGnJBrjsRZtoyZWGxdYE,Sri Sai Drug Centre,pharmacy,Institutional,Retailer,No,Low,No,"VG6V+W7R, Holiday Village Road, Vakil Garden City, Bengaluru",12.8623651,77.5431386,072598 15518,+91 72598 15518,Not Available,OPERATIONAL,4,1,23.07,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJUwqNGnJBrjsRZtoyZWGxdYE,2025-10-25 15:11:21,Harohalli,28.2063628,NorthEast,Outer,,Cluster2,Yes,Khadeer ali,9008436667,Cluster2,20-31 KM,2
Google Places API,GOOGLE_ChIJ4aV2skcVrjsRVH07PTCt3Eo,ChIJ4aV2skcVrjsRVH07PTCt3Eo,VISHNU HEALTHCARE SYSTEMS,pharmacy,Institutional,Retailer,No,Low,No,"007, 4th Cross Road, Jitendra Nagar, Anjanapura, Bengaluru",12.8580824,77.5617373,099000 85061,+91 99000 85061,https://vishnuhealthcaresystems.com/,OPERATIONAL,4.4,7,23.69,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJ4aV2skcVrjsRVH07PTCt3Eo,2025-10-25 15:11:21,Harohalli,33.05323077,NorthEast,Outer,,Cluster2,Yes,Khadeer ali,9008436667,Cluster2,20-31 KM,2
Google Places API,GOOGLE_ChIJdUl8K4lqrjsRKwPA3HycCXE,ChIJdUl8K4lqrjsRKwPA3HycCXE,Healthway Pharma,pharmacy,Institutional,Retailer,No,Low,No,"Billavaradahalli Road, Bengaluru",12.8362515,77.5765792,099166 05624,+91 99166 05624,Not Available,OPERATIONAL,4.4,14,22.69,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJdUl8K4lqrjsRKwPA3HycCXE,2025-10-25 15:11:21,Harohalli,39.81848252,NorthEast,Outer,,Cluster2,Yes,Khadeer ali,9008436667,Cluster2,20-31 KM,2
Google Places API,GOOGLE_ChIJkznxlqdqrjsRFb0tiAl9xSQ,ChIJkznxlqdqrjsRFb0tiAl9xSQ,Sneha Medicals,pharmacy,Institutional,Retailer,No,Low,No,"Ananthappa Building, Anjanapura Main Road, Anjanapura Village, Anjanapura Township, Bengaluru",12.8622219,77.563185,098457 81384,+91 98457 81384,Not Available,OPERATIONAL,4,2,24.16,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJkznxlqdqrjsRFb0tiAl9xSQ,2025-10-25 15:11:23,Harohalli,32.76931083,NorthEast,Outer,,Cluster2,Yes,Khadeer ali,9008436667,Cluster2,20-31 KM,2
Google Places API,GOOGLE_ChIJefocGgBrrjsRcScKRvevDJY,ChIJefocGgBrrjsRcScKRvevDJY,Sri Raghavendra Medicals,pharmacy,Institutional,Retailer,No,Low,No,"RJM5+985, CK Palya Road, CK Palya, Bengaluru",12.8333954,77.6083707,Not Available,Not Available,Not Available,OPERATIONAL,4,1,24.82,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJefocGgBrrjsRcScKRvevDJY,2025-10-25 15:11:30,Harohalli,46.41081788,NorthEast,Outer,,Cluster2,No,Khadeer ali,9008436667,Cluster2,20-31 KM,2
Google Places API,GOOGLE_ChIJGdDTfOJrrjsRILm064TcXsU,ChIJGdDTfOJrrjsRILm064TcXsU,NOVA MEDICAL AND GENERAL STORES,pharmacy,Institutional,Retailer,No,Low,No,"No12 4th Cross Vaddarapalya, Main Road, Begur - Koppa Road, Bengaluru",12.8414463,77.614482,088845 87087,+91 88845 87087,Not Available,OPERATIONAL,4,1,25.92,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJGdDTfOJrrjsRILm064TcXsU,2025-10-25 15:11:32,Harohalli,45.98572151,NorthEast,Outer,,Cluster2,Yes,Khadeer ali,9008436667,Cluster2,20-31 KM,2
Google Places API,GOOGLE_ChIJ2zt9xJJqrjsRavdRBvYYPFk,ChIJ2zt9xJJqrjsRavdRBvYYPFk,Om Sri Sai Dhruthi Pharma,pharmacy,Institutional,Retailer,No,Low,No,"963/A, 963/B Bannappa Building Main Road Weaver's Colony Gottigere Bannerughatta Road, Bengaluru",12.8443419,77.583888,098445 58221,+91 98445 58221,Not Available,OPERATIONAL,4,6,23.89,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJ2zt9xJJqrjsRavdRBvYYPFk,2025-10-25 15:11:32,Harohalli,39.89498352,NorthEast,Outer,,Cluster2,Yes,Khadeer ali,9008436667,Cluster2,20-31 KM,2
Google Places API,GOOGLE_ChIJSVsyIZNqrjsRzsPUgi17WDo,ChIJSVsyIZNqrjsRzsPUgi17WDo,Sathish medical,pharmacy,Institutional,Retailer,No,Low,No,"RHWM+5GM, Weavers Colony, Gottigere, Bengaluru",12.8454604,77.5837931,098459 53449,+91 98459 53449,Not Available,OPERATIONAL,4,4,23.98,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJSVsyIZNqrjsRzsPUgi17WDo,2025-10-25 15:11:33,Harohalli,39.68540932,NorthEast,Outer,,Cluster2,Yes,Khadeer ali,9008436667,Cluster2,20-31 KM,2
Google Places API,GOOGLE_ChIJp2VrOdQVrjsRfSKPQ1v1A4I,ChIJp2VrOdQVrjsRfSKPQ1v1A4I,MedPlus Gottigere,pharmacy,Institutional,Retailer,No,Low,No,"SHOP NO:03&04KHATA NO:4748 HOUSE LIST NO:8BANNERUGHATTA, ROAD, GOTTIGEREBANGALORE, Bengaluru",12.8546968,77.5888491,040 6700 6700,+91 40 6700 6700,https://www.medplusmart.com/,OPERATIONAL,4,5,25.12,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJp2VrOdQVrjsRfSKPQ1v1A4I,2025-10-25 15:11:34,Harohalli,39.15019463,NorthEast,Outer,,Cluster2,Yes,Khadeer ali,9008436667,Cluster2,20-31 KM,2
Google Places API,GOOGLE_ChIJX2zO2NJtrjsRabk_YfcEoqg,ChIJX2zO2NJtrjsRabk_YfcEoqg,SLR Medicals,pharmacy,Institutional,Retailer,No,Low,No,"Bettadasanapura Main Rd, Makkah Masjid Road, Shikaripalya, Bengaluru",12.8347444,77.6565986,099011 16301,+91 99011 16301,Not Available,OPERATIONAL,4,4,28.93,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJX2zO2NJtrjsRabk_YfcEoqg,2025-10-25 15:11:41,Harohalli,53.34778163,NorthEast,Outer,,Cluster3,Yes,Khadeer ali,9008436667,Cluster3,20-31 KM,3
Google Places API,GOOGLE_ChIJH7nbD1VtrjsRi11QfCpJxOM,ChIJH7nbD1VtrjsRi11QfCpJxOM,Tab medical.24/7,pharmacy,Institutional,Retailer,No,Low,No,"Shikaripalya, Siraj Layout, Electronic City Phase I, Bengaluru",12.832303,77.6597736,096117 73612,+91 96117 73612,Not Available,OPERATIONAL,4.1,47,29.04,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJH7nbD1VtrjsRi11QfCpJxOM,2025-10-25 15:11:41,Harohalli,54.18265094,NorthEast,Outer,,Cluster3,Yes,Khadeer ali,9008436667,Cluster3,20-31 KM,3
Google Places API,GOOGLE_ChIJuwZWwfJtrjsRUxARVS1Y1rs,ChIJuwZWwfJtrjsRUxARVS1Y1rs,Star medical clinic & laboratory,pharmacy,Institutional,Retailer,No,Low,No,"Mahendra Elena, Indian medical anvar compound apartment, Shikaripalya, Bengaluru",12.8277727,77.6558902,097411 96318,+91 97411 96318,Not Available,OPERATIONAL,4,6,28.41,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJuwZWwfJtrjsRUxARVS1Y1rs,2025-10-25 15:11:41,Harohalli,54.51063636,NorthEast,Outer,,Cluster3,Yes,Khadeer ali,9008436667,Cluster3,20-31 KM,3
Google Places API,GOOGLE_ChIJhdCyczZrrjsRD7xRkkMoEoU,ChIJhdCyczZrrjsRD7xRkkMoEoU,Ram Medical,pharmacy,Institutional,Retailer,No,Low,No,"607, 5th Cross Road, Neeladri Nagar, Shikaripalya, Electronic City, Bengaluru",12.8383405,77.6490133,073574 04547,+91 73574 04547,Not Available,OPERATIONAL,4.4,35,28.52,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJhdCyczZrrjsRD7xRkkMoEoU,2025-10-25 15:11:43,Harohalli,51.71729375,NorthEast,Outer,,Cluster3,Yes,Khadeer ali,9008436667,Cluster3,20-31 KM,3
Google Places API,GOOGLE_ChIJowMYJnxrrjsRwC6bt0pJeC4,ChIJowMYJnxrrjsRwC6bt0pJeC4,Uma Homeo Clinic,pharmacy,Institutional,Retailer,No,Low,No,"560100, Neeladri Nagar, Electronic City Phase I, Electronic City, Bengaluru",12.8401997,77.6499892,098312 52390,+91 98312 52390,Not Available,OPERATIONAL,4.1,18,28.73,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJowMYJnxrrjsRwC6bt0pJeC4,2025-10-25 15:11:43,Harohalli,51.52403226,NorthEast,Outer,,Cluster3,Yes,Khadeer ali,9008436667,Cluster3,20-31 KM,3
Google Places API,GOOGLE_ChIJAQAAAINsrjsRtx3oPpgl9T0,ChIJAQAAAINsrjsRtx3oPpgl9T0,Divya Pharmacy Shop,pharmacy,Institutional,Retailer,No,Low,No,"301, Dodathoguru, Electronic City Phase-1, Bengaluru",12.8430636,77.656476,094832 15482,+91 94832 15482,https://divyayoga.com/divya-pharmacy/,CLOSED_TEMPORARILY,4,1,29.48,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJAQAAAINsrjsRtx3oPpgl9T0,2025-10-25 15:11:44,Harohalli,51.88877158,NorthEast,Outer,,Cluster3,Yes,Khadeer ali,9008436667,Cluster3,20-31 KM,3
Google Places API,GOOGLE_ChIJdeND4jNrrjsRBPNoKRlG_WE,ChIJdeND4jNrrjsRBPNoKRlG_WE,Ram medicals,pharmacy,Institutional,Retailer,No,Low,No,"1, 1st, near Ganesha Temple, main, Gollahalli Electronic City Road, Electronic City Phase I, Bengaluru",12.8348794,77.665854,091485 19069,+91 91485 19069,Not Available,OPERATIONAL,4,20,29.75,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJdeND4jNrrjsRBPNoKRlG_WE,2025-10-25 15:11:44,Harohalli,54.47711444,NorthEast,Outer,,Cluster3,Yes,Khadeer ali,9008436667,Cluster3,20-31 KM,3
Google Places API,GOOGLE_ChIJXcEyrJxsrjsRqGyCQ1exqRc,ChIJXcEyrJxsrjsRqGyCQ1exqRc,Shri Shyam Medical,pharmacy,Institutional,Retailer,No,Low,No,"near, 2, Velankani Drive, Bengaluru",12.8456771,77.6589984,Not Available,Not Available,Not Available,OPERATIONAL,4.4,30,29.87,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJXcEyrJxsrjsRqGyCQ1exqRc,2025-10-25 15:11:45,Harohalli,51.77329229,NorthEast,Outer,,Cluster3,No,Khadeer ali,9008436667,Cluster3,20-31 KM,3
Google Places API,GOOGLE_ChIJC_YSe69rrjsRLUR2s1kzbq8,ChIJC_YSe69rrjsRLUR2s1kzbq8,Maa lakshmi medicals,pharmacy,Institutional,Retailer,No,Low,No,"Sai baba, Neeladri road, opposite himagiri appartment, temple road, Electronic City",12.8411447,77.6443264,085531 94347,+91 85531 94347,http://maalakshmimedical.com/,OPERATIONAL,4.3,11,28.32,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJC_YSe69rrjsRLUR2s1kzbq8,2025-10-25 15:11:46,Harohalli,50.58526776,NorthEast,Outer,,Cluster2,Yes,Khadeer ali,9008436667,Cluster2,20-31 KM,2
Google Places API,GOOGLE_ChIJe2CFXlE4rjsRBvf-FMIRkDs,ChIJe2CFXlE4rjsRBvf-FMIRkDs,Maruthi Medicals And General Stores,pharmacy,Institutional,Retailer,No,Low,No,"#59, Near Ramohalli Bus Stop Dodda Aladamara Main Road Ramohalli, Kengeri Hobli, Bengaluru",12.9073814,77.4177092,Not Available,Not Available,Not Available,OPERATIONAL,4,1,25.48,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJe2CFXlE4rjsRBvf-FMIRkDs,2025-10-25 15:11:48,Harohalli,353.9345037,North,Outer,,Cluster14,No,Vacant,,Cluster14,20-31 KM,14
Google Places API,GOOGLE_ChIJQZXOvPQ5rjsR7RJaNHaotCI,ChIJQZXOvPQ5rjsR7RJaNHaotCI,Mangala medicals,pharmacy,Institutional,Retailer,No,Low,No,"VCHW+J63, Kumbalgodu",12.8790218,77.4455553,Not Available,Not Available,Not Available,OPERATIONAL,4,1,22.18,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJQZXOvPQ5rjsR7RJaNHaotCI,2025-10-25 15:11:53,Harohalli,0.842109941,North,Outer,,Cluster1,No,Khadeer ali,9008436667,Cluster1,20-31 KM,1
Google Places API,GOOGLE_ChIJGfk-N9A5rjsRlpWXj8iyHW4,ChIJGfk-N9A5rjsRlpWXj8iyHW4,Apollo Pharmacy Brigade Panorama,pharmacy,Institutional,Retailer,No,Low,No,"Brigade Panorama Block-A, BRIGADE PANORAMA, 908, Main Road, Anchepalya, Kambipura",12.8875676,77.4540719,080 4219 7707,+91 80 4219 7707,https://www.apollopharmacy.in/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-apollo-pharmacy,OPERATIONAL,4.1,14,23.17,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJGfk-N9A5rjsRlpWXj8iyHW4,2025-10-25 15:11:55,Harohalli,3.091114159,North,Outer,,Cluster1,Yes,Khadeer ali,9008436667,Cluster1,20-31 KM,1
Google Places API,GOOGLE_ChIJz9L_FLg4rjsRVN50SOmgLHI,ChIJz9L_FLg4rjsRVN50SOmgLHI,Manjunatha Medicals,pharmacy,Institutional,Retailer,No,Low,No,"VFR4+HXQ, National Highway 275, Anchepalya, Bengaluru",12.891475,77.4574882,Not Available,Not Available,Not Available,OPERATIONAL,4,1,23.62,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJz9L_FLg4rjsRVN50SOmgLHI,2025-10-25 15:11:55,Harohalli,3.931138416,North,Outer,,Cluster1,No,Khadeer ali,9008436667,Cluster1,20-31 KM,1
Google Places API,GOOGLE_ChIJrR_lPLg4rjsRPOal0pMdQQc,ChIJrR_lPLg4rjsRPOal0pMdQQc,Sri Revanasiddeswara Medical stores,pharmacy,Institutional,Retailer,No,Low,No,"VFR5+F5J, Anchepalya, Bengaluru",12.8912034,77.4578786,077600 79193,+91 77600 79193,Not Available,OPERATIONAL,4,6,23.59,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJrR_lPLg4rjsRPOal0pMdQQc,2025-10-25 15:11:55,Harohalli,4.03868663,North,Outer,,Cluster1,Yes,Khadeer ali,9008436667,Cluster1,20-31 KM,1
Google Places API,GOOGLE_ChIJGZUqxpg5rjsRfjJYX_cTE9E,ChIJGZUqxpg5rjsRfjJYX_cTE9E,Apollo Pharmacy Doddabale,pharmacy,Institutional,Retailer,No,Low,No,"Property.No.30/1/46, Ground Floor, Provident Apartment Road Appu Circle, Doddabele, Kengeri Hobli, Bengaluru",12.9017955,77.453704,079 4283 4806,+91 79 4283 4806,https://www.apollopharmacy.in/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-apollo-pharmacy,OPERATIONAL,4,5,24.74,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJGZUqxpg5rjsRfjJYX_cTE9E,2025-10-25 15:11:56,Harohalli,2.801201128,North,Outer,,Cluster1,Yes,Khadeer ali,9008436667,Cluster1,20-31 KM,1
Google Places API,GOOGLE_ChIJL7ZvITo_rjsRMAV8r7OFTvI,ChIJL7ZvITo_rjsRMAV8r7OFTvI,Sanjeevani Pharmaceutical,pharmacy,Institutional,Retailer,No,Low,No,"Buddanna Industrial Estate, 733/2, Vidyapeeta Road, Doad, Kengeri, Bengaluru",12.9000238,77.4833057,080 2335 7140,+91 80 2335 7140,Not Available,CLOSED_TEMPORARILY,4,1,24.91,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJL7ZvITo_rjsRMAV8r7OFTvI,2025-10-25 15:12:03,Harohalli,10.2144579,North,Outer,,Cluster1,Yes,Khadeer ali,9008436667,Cluster1,20-31 KM,1
Google Places API,GOOGLE_ChIJecjKgQ4_rjsRiHvd5nXllsg,ChIJecjKgQ4_rjsRiHvd5nXllsg,Ram Medical,pharmacy,Institutional,Retailer,No,Low,No,"24, Hemmigepura Main Road, kodiplya, Kengeri, Bengaluru",12.9015941,77.4873696,074296 16161,+91 74296 16161,Not Available,OPERATIONAL,4.3,31,25.17,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJecjKgQ4_rjsRiHvd5nXllsg,2025-10-25 15:12:03,Harohalli,11.13088443,North,Outer,,Cluster1,Yes,Khadeer ali,9008436667,Cluster1,20-31 KM,1
Google Places API,GOOGLE_ChIJA8RbYsE_rjsRt610cO6vivA,ChIJA8RbYsE_rjsRt610cO6vivA,ವೈಬ್ರಾನಿಕಾಲೈಫ್,pharmacy,Institutional,Retailer,No,Low,No,"Hahnemannian's Homoeo Centre, opposite Mahaveer Galaxy, Bengaluru",12.9036727,77.4924858,096202 33129,+91 96202 33129,Not Available,OPERATIONAL,4.2,5,25.5,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJA8RbYsE_rjsRt610cO6vivA,2025-10-25 15:12:04,Harohalli,12.25291976,North,Outer,,Cluster1,Yes,Khadeer ali,9008436667,Cluster1,20-31 KM,1
Google Places API,GOOGLE_ChIJfZfWzLs_rjsRx-UT3VtXZ6k,ChIJfZfWzLs_rjsRx-UT3VtXZ6k,Ramdev Medical & Surgical,pharmacy,Institutional,Retailer,No,Low,No,"STOP, UNISKY HILLMOUNT, Uttarahalli Main Road, Kodipalya, Bengaluru",12.907374,77.4891694,090199 29902,+91 90199 29902,Not Available,OPERATIONAL,4.4,46,25.83,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJfZfWzLs_rjsRx-UT3VtXZ6k,2025-10-25 15:12:05,Harohalli,11.27995607,North,Outer,,Cluster1,Yes,Khadeer ali,9008436667,Cluster1,20-31 KM,1
Google Places API,GOOGLE_ChIJVdwyHhA_rjsREyAZE87t8cY,ChIJVdwyHhA_rjsREyAZE87t8cY,Omkar Medicals and General Store,pharmacy,Institutional,Retailer,No,Low,No,"WG44+G2W, Rajarajeshwari Nagar, Bengaluru",12.9063572,77.5050644,088800 30115,+91 88800 30115,Not Available,OPERATIONAL,4.3,32,26.12,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJVdwyHhA_rjsREyAZE87t8cY,2025-10-25 15:12:08,Harohalli,15.03764271,North,Outer,,Cluster1,Yes,Khadeer ali,9008436667,Cluster1,20-31 KM,1
Google Places API,GOOGLE_ChIJ3cSatCg_rjsR9dcysTKRvio,ChIJ3cSatCg_rjsR9dcysTKRvio,Mathru Shree Medicals,pharmacy,Institutional,Retailer,No,Low,No,"WF6J+C63, Railway Parallel Road, Stage II, Kengeri Satellite Town, Bengaluru",12.9110227,77.4805479,098803 85505,+91 98803 85505,Not Available,CLOSED_TEMPORARILY,4,2,26.07,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJ3cSatCg_rjsR9dcysTKRvio,2025-10-25 15:12:08,Harohalli,9.090722224,North,Outer,,Cluster1,Yes,Khadeer ali,9008436667,Cluster1,20-31 KM,1
Google Places API,GOOGLE_ChIJZ6tVEyY_rjsRVFSRgQKIKk4,ChIJZ6tVEyY_rjsRVFSRgQKIKk4,SB Medical Stores,pharmacy,Institutional,Retailer,No,Low,No,"WF6M+Q88, Mahakavi Kuvempu Road, Harsha Layout, Kengeri Satellite Town, Bengaluru",12.9119046,77.4833153,087626 86421,+91 87626 86421,Not Available,OPERATIONAL,4,1,26.21,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJZ6tVEyY_rjsRVFSRgQKIKk4,2025-10-25 15:12:08,Harohalli,9.70418135,North,Outer,,Cluster1,Yes,Khadeer ali,9008436667,Cluster1,20-31 KM,1
Google Places API,GOOGLE_ChIJCwhC19s_rjsRf5evdlz3Ijs,ChIJCwhC19s_rjsRf5evdlz3Ijs,Pulse Pharmacy,pharmacy,Institutional,Retailer,No,Low,No,"WH45+24P, 50ft Main Road, 2nd Stage, Kumaraswamy Layout, Bengaluru",12.9050976,77.5578342,098868 49896,+91 98868 49896,https://www.pulseplus.in/,OPERATIONAL,4.4,7,28.02,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJCwhC19s_rjsRf5evdlz3Ijs,2025-10-25 15:12:14,Harohalli,26.48023103,NorthEast,Outer,,Cluster2,Yes,Khadeer ali,9008436667,Cluster2,20-31 KM,2
Google Places API,GOOGLE_ChIJSz_iimIVrjsRUcoI_pjeeCM,ChIJSz_iimIVrjsRUcoI_pjeeCM,Vasavi Medicals,pharmacy,Institutional,Retailer,No,Low,No,"No, K.S.L/O, 738, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bengaluru",12.9065254,77.5632562,094498 89604,+91 94498 89604,Not Available,OPERATIONAL,4.2,5,28.43,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJSz_iimIVrjsRUcoI_pjeeCM,2025-10-25 15:12:15,Harohalli,27.39726829,NorthEast,Outer,,Cluster2,Yes,Khadeer ali,9008436667,Cluster2,20-31 KM,2
Google Places API,GOOGLE_ChIJX7Zd9mMVrjsRYMQ47h56Vz0,ChIJX7Zd9mMVrjsRYMQ47h56Vz0,Karnataka Medical,pharmacy,Institutional,Retailer,No,Low,No,"21B/241, Kanka Nagar, Kumaraswamy Layout, Bengaluru",12.9047899,77.5675493,Not Available,Not Available,http://karnatakamedicalcouncil.com/,OPERATIONAL,4.3,8,28.48,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJX7Zd9mMVrjsRYMQ47h56Vz0,2025-10-25 15:12:15,Harohalli,28.4070699,NorthEast,Outer,,Cluster2,No,Khadeer ali,9008436667,Cluster2,20-31 KM,2
Google Places API,GOOGLE_ChIJX2qRvEIVrjsRSazS9oeA6-U,ChIJX2qRvEIVrjsRSazS9oeA6-U,Medical Store,pharmacy,Institutional,Retailer,No,Low,No,"VHXF+H3G, శ్రీనివాసా కళ్యాణ మంటప రోడ్డు, Jarganahalli, JP Nagar Phase 6, J. P. Nagar, Bengaluru",12.8989383,77.5727025,Not Available,Not Available,https://bmcribengaluru.karnataka.gov.in/english,OPERATIONAL,4,1,28.18,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJX2qRvEIVrjsRSazS9oeA6-U,2025-10-25 15:12:15,Harohalli,30.03560364,NorthEast,Outer,,Cluster2,No,Khadeer ali,9008436667,Cluster2,20-31 KM,2
Google Places API,GOOGLE_ChIJOSyRotM_rjsRj15qH3WFJJ8,ChIJOSyRotM_rjsRj15qH3WFJJ8,Apollo Pharmacy Padmanabha Nagar 18th Main,pharmacy,Institutional,Retailer,No,Low,No,"No. 9A, nr. Reliance Smart, 39/2, 18th Main Road, Padmanabhanagar, Bengaluru",12.916752,77.5548024,079 4281 3767,+91 79 4281 3767,https://www.apollopharmacy.in/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-apollo-pharmacy,OPERATIONAL,4,21,29.05,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJOSyRotM_rjsRj15qH3WFJJ8,2025-10-25 15:12:15,Harohalli,24.75931532,NorthEast,Outer,,Cluster1,Yes,Khadeer ali,9008436667,Cluster1,20-31 KM,1
Google Places API,GOOGLE_ChIJUxkX4WgVrjsRJzWUhskaVQQ,ChIJUxkX4WgVrjsRJzWUhskaVQQ,JP Medical,pharmacy,Institutional,Retailer,No,Low,No,"WH3G+2C3, Manjunath Garden, JP Nagar Phase 6, J. P. Nagar, Bengaluru",12.9025175,77.5760535,Not Available,Not Available,Not Available,CLOSED_TEMPORARILY,4,1,28.71,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJUxkX4WgVrjsRJzWUhskaVQQ,2025-10-25 15:12:16,Harohalli,30.26501569,NorthEast,Outer,,Cluster2,No,Khadeer ali,9008436667,Cluster2,20-31 KM,2
Google Places API,GOOGLE_ChIJCzfxy0cVrjsRM7lasBtZ3XE,ChIJCzfxy0cVrjsRM7lasBtZ3XE,Authentic Patanjali Chikitsalaya Haridwar,pharmacy,Institutional,Retailer,No,Low,No,"25, I Main Road, Nataraja Layout, RBI Layout, JP Nagar 7th Phase, Arekere, Bengaluru",12.8885033,77.5822592,Not Available,Not Available,Not Available,OPERATIONAL,4.2,26,27.74,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJCzfxy0cVrjsRM7lasBtZ3XE,2025-10-25 15:12:17,Harohalli,33.08954018,NorthEast,Outer,,Cluster2,No,Khadeer ali,9008436667,Cluster2,20-31 KM,2
Google Places API,GOOGLE_ChIJSWzm6ngVrjsRKMm1QhlQY-E,ChIJSWzm6ngVrjsRKMm1QhlQY-E,Krishna Medical Stores,pharmacy,Institutional,Retailer,No,Low,No,"Banashankari, Bengaluru",12.9192608,77.5692473,Not Available,Not Available,Not Available,OPERATIONAL,4,2,29.99,7.7,600,300,https://www.google.com/maps/place/?q=place_id:ChIJSWzm6ngVrjsRKMm1QhlQY-E,2025-10-25 15:12:18,Harohalli,27.25229595,NorthEast,Outer,,Cluster2,No,Khadeer ali,9008436667,Cluster2,20-31 KM,2
